6/3/2020,0.7
6/3/2020,0.7
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.68
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.69
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.67
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.69
6/3/2020,0.68
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.68
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.68
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.69
6/3/2020,0.69
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
6/3/2020,0.68
7/3/2020,0.68
7/3/2020,0.67
7/3/2020,0.68
7/3/2020,0.67
7/3/2020,0.67
7/3/2020,0.68
7/3/2020,0.68
7/3/2020,0.68
7/3/2020,0.67
7/3/2020,0.68
7/3/2020,0.67
7/3/2020,0.68
7/3/2020,0.67
7/3/2020,0.68
7/3/2020,0.67
7/3/2020,0.67
7/3/2020,0.67
7/3/2020,0.67
7/3/2020,0.67
7/3/2020,0.67
7/3/2020,0.68
7/3/2020,0.67
7/3/2020,0.68
7/3/2020,0.67
7/3/2020,0.68
7/3/2020,0.68
7/3/2020,0.67
7/3/2020,0.67
7/3/2020,0.67
7/3/2020,0.67
7/3/2020,0.67
7/3/2020,0.67
7/3/2020,0.67
7/3/2020,0.67
7/3/2020,0.67
7/3/2020,0.66
7/3/2020,0.67
7/3/2020,0.67
7/3/2020,0.66
7/3/2020,0.67
7/3/2020,0.66
7/3/2020,0.66
7/3/2020,0.66
7/3/2020,0.66
7/3/2020,0.67
7/3/2020,0.66
7/3/2020,0.65
7/3/2020,0.66
7/3/2020,0.66
7/3/2020,0.66
7/3/2020,0.66
7/3/2020,0.66
7/3/2020,0.65
7/3/2020,0.65
7/3/2020,0.65
7/3/2020,0.64
